study,name,title,author,year,abstract,cite,type,studies,url,doi
soep-is,10760,SOEP-IS 2016 – Methodenbericht zum Befragungsjahr 2016 des SOEP-Innovationssamples,"Bettina Zweck, Axel Glemser",2018,,"Bettina Zweck, Axel Glemser. 2018: SOEP-IS 2016 – Methodenbericht zum Befragungsjahr 2016 des SOEP-Innovationssamples. SOEP Survey Papers 481: Series B - Survey Reports (Methodenberichte). Berlin: DIW Berlin / SOEP",35 Other DIW Publication,soep.is.2016,http://hdl.handle.net/10419/175434,
soep-is,10773,SOEP-IS 2016—BIO: Variables from the Life Course Question Module,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016—BIO: Variables from the Life Course Question Module. SOEP Survey Papers 494: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016,http://hdl.handle.net/10419/179008,
soep-is,10774,SOEP-IS 2016—BIOAGE: Variables from the Modules of Questions on Children,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016—BIOAGE: Variables from the Modules of Questions on Children. SOEP Survey Papers 495: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016,http://hdl.handle.net/10419/179009,
soep-is,10775,SOEP-IS 2016—BIOBIRTH: Birth Biography of Female and Male Respondents,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016—BIOBIRTH: Birth Biography of Female and Male Respondents. SOEP Survey Papers 496: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016,http://hdl.handle.net/10419/179010,
soep-is,10776,SOEP-IS 2016—BIOPAREN: Biography Information on the Parents,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016—BIOPAREN: Biography Information on the Parents. SOEP Survey Papers 497: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016,http://hdl.handle.net/10419/179011,
soep-is,10777,SOEP-IS 2016—COGNIT: Cognitive Achievement Potentials,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016—COGNIT: Cognitive Achievement Potentials. SOEP Survey Papers 498: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016,http://hdl.handle.net/10419/179012,
soep-is,10778,SOEP-IS 2016—H: Variables from the Household Question Module,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016—H: Variables from the Household Question Module. SOEP Survey Papers 499: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016,http://hdl.handle.net/10419/179013,
soep-is,10779,SOEP-IS 2016—HBRUTTO: Household-related Gross File,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016—HBRUTTO: Household-related Gross File. SOEP Survey Papers 500: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016,http://hdl.handle.net/10419/179014,
soep-is,10780,SOEP-IS 2016—HGEN: Household-related Status and Generated Variables,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016—HGEN: Household-related Status and Generated Variables. SOEP Survey Papers 501: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016,http://hdl.handle.net/10419/179015,
soep-is,10781,SOEP-IS 2016—IDRM: Person-related Data from Innovative DRM Module,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016—IDRM: Person-related Data from Innovative DRM Module. SOEP Survey Papers 502: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016,http://hdl.handle.net/10419/179016,
soep-is,10782,SOEP-IS 2016—IDRM_ESM: Person-related DRM Data from Innovative ESM Module,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016—IDRM_ESM: Person-related DRM Data from Innovative ESM Module. SOEP Survey Papers 503: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016,http://hdl.handle.net/10419/179017,
soep-is,10783,SOEP-IS 2016—IESM: Person-related ESM Data from Innovative ESM Module,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016—IESM: Person-related ESM Data from Innovative ESM Module. SOEP Survey Papers 504: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016,http://hdl.handle.net/10419/179018,
soep-is,10784,SOEP-IS 2016—INNO: Variables from the Innovation Modules,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016—INNO: Variables from the Innovation Modules. SOEP Survey Papers 505: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016,http://hdl.handle.net/10419/179019,
soep-is,10785,SOEP-IS 2016—INNO_H: Household-Variables from the Innovation Modules,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016—INNO_H: Household-Variables from the Innovation Modules. SOEP Survey Papers 506: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016,http://hdl.handle.net/10419/179020,
soep-is,10786,SOEP-IS 2016—IRISK: Decision from Description vs. Decision from Experience,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016—IRISK: Decision from Description vs. Decision from Experience. SOEP Survey Papers 507: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016,http://hdl.handle.net/10419/179021,
soep-is,10787,SOEP-IS 2016—KID: Pooled Dataset on Children,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016—KID: Pooled Dataset on Children. SOEP Survey Papers 508: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016,http://hdl.handle.net/10419/179022,
soep-is,10788,SOEP-IS 2016—P: Variables from the Individual Question Module,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016—P: Variables from the Individual Question Module. SOEP Survey Papers 509: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016,http://hdl.handle.net/10419/179023,
soep-is,10789,SOEP-IS 2016—PBRUTTO: Person-related Gross File,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016—PBRUTTO: Person-related Gross File. SOEP Survey Papers 510: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016,http://hdl.handle.net/10419/179024,
soep-is,10790,SOEP-IS 2016—PGEN: Person-related Status and Generated Variables,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016—PGEN: Person-related Status and Generated Variables. SOEP Survey Papers 511: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016,http://hdl.handle.net/10419/179025,
soep-is,10791,SOEP-IS 2016—PPFAD: Person-related Meta-dataset,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016—PPFAD: Person-related Meta-dataset. SOEP Survey Papers 512: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016,http://hdl.handle.net/10419/179026,
soep-is,10792,SOEP-IS 2015 – Fragebogen für die SOEP-Innovations-Stichprobe (Update soep.is.2016),SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2015 – Fragebogen für die SOEP-Innovations-Stichprobe (Update soep.is.2016). SOEP Survey Papers 513: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016,http://hdl.handle.net/10419/179027,
soep-is,10793,SOEP-IS 2015 – Questionnaire for the SOEP Innovation Sample (Update soep.is.2016),SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2015 – Questionnaire for the SOEP Innovation Sample (Update soep.is.2016). SOEP Survey Papers 514: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016,http://hdl.handle.net/10419/179028,
soep-is,10794,SOEP-IS 2016 – Fragebogen für die SOEP-Innovations-Stichprobe,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016 – Fragebogen für die SOEP-Innovations-Stichprobe. SOEP Survey Papers 515: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016,http://hdl.handle.net/10419/179029,
soep-is,10795,SOEP-IS 2016 – Questionnaire for the SOEP Innovation Sample,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016 – Questionnaire for the SOEP Innovation Sample. SOEP Survey Papers 516: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016,http://hdl.handle.net/10419/179030,
soep-is,10796,"SOEP-IS 2014 – Fragebogen für die SOEP-Innovations-Stichprobe (Aufwuchsstichprobe, Update soep.is.2016.1)",SOEP-IS Group,2018,,"SOEP-IS Group. 2018: SOEP-IS 2014 – Fragebogen für die SOEP-Innovations-Stichprobe (Aufwuchsstichprobe, Update soep.is.2016.1). SOEP Survey Papers 517: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin / SOEP",35 Other DIW Publication,soep.is.2016.1,http://hdl.handle.net/10419/179483,
soep-is,10797,"SOEP-IS 2014 – Questionnaire for the SOEP Innovation Sample (Boost Sample, Update soep.is.2016.1)",SOEP-IS Group,2018,,"SOEP-IS Group. 2018: SOEP-IS 2014 – Questionnaire for the SOEP Innovation Sample (Boost Sample, Update soep.is.2016.1). SOEP Survey Papers 518: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin / SOEP",35 Other DIW Publication,soep.is.2016.1,http://hdl.handle.net/10419/179484,
soep-is,10798,SOEP-IS 2014 – Fragebogen für die SOEP-Innovations-Stichprobe (Update soep.is.2016.1),SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2014 – Fragebogen für die SOEP-Innovations-Stichprobe (Update soep.is.2016.1). SOEP Survey Papers 519: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016.1,http://hdl.handle.net/10419/179485,
soep-is,10799,SOEP-IS 2014 – Questionnaire for the SOEP Innovation Sample (Update soep.is.2016.1),SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2014 – Questionnaire for the SOEP Innovation Sample (Update soep.is.2016.1). SOEP Survey Papers 520: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016.1,http://hdl.handle.net/10419/179486,
soep-is,10800,SOEP-IS 2016.1—IRISK: Decision from Description vs. Decision from Experience,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016.1—IRISK: Decision from Description vs. Decision from Experience. SOEP Survey Papers 521: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016.1,http://hdl.handle.net/10419/179487,
soep-is,10801,SOEP-IS 2011 – Fragebogen für die SOEP-Innovations-Stichprobe (Update soep.is.2016.1),SOEP-IS Group,2018,"Im Erhebungsjahr 2011 wurde erstmals ein integrierter Kernfragebogen eingesetzt, der den Standard für die zukünftigen Wellen des Innovationssamples bilden wird. Der Fragebogen wurde in einem zusammenhängenden CAPI-Skript programmiert, um einen flüssigen und reibungslosen Interviewablauf zu gewährleisten und bestand aus den Kernelementen des SOEP-HAUSHALTS-Fragebogens, des PERSONEN-Fragebogens, des LEBENSLAUF-Fragebogens sowie der drei Mutter-Kind-Module. Weiterhin kamen Innovationsmodule zum Einsatz, die in der Regel jährlich wechseln und in den Personenteil des Fragebogens integriert sind. Folgende Innovationen waren enthalten: Impliziter Assoziations Test (IAT) und entsprechende explizite Fragen zur Messung von Geschlechterstereotypen, die Messung der vier Facetten von Ungerechtigkeitssensibilität (Opfersensibilität, Beobachtersensibilität, Nutznießersensibilität, Tätersensibilität) sowie Fragen zur privaten, gesetzlichen und betrieblichen Altersvorsoge.",SOEP-IS Group. 2018: SOEP-IS 2011 – Fragebogen für die SOEP-Innovations-Stichprobe (Update soep.is.2016.1). SOEP Survey Paper 522: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016.1,http://hdl.handle.net/10419/179488,
soep-is,10802,SOEP-IS 2016.1—BIOPAREN: Biography Information on the Parents,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016.1—BIOPAREN: Biography Information on the Parents. SOEP Survey Papers 523: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016.1,http://hdl.handle.net/10419/179489,
soep-is,10803,"SOEP-IS 2012 – Fragebogen für die SOEP-Innovations-Stichprobe (Aufwuchsstichprobe, Update soep.is.2016.1)",SOEP-IS Group,2018,,"SOEP-IS Group. 2018: SOEP-IS 2012 – Fragebogen für die SOEP-Innovations-Stichprobe (Aufwuchsstichprobe, Update soep.is.2016.1). SOEP Survey Papers 524: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin / SOEP",35 Other DIW Publication,soep.is.2016.1,http://hdl.handle.net/10419/179490,
soep-is,10804,"SOEP-IS 2012 – Questionnaire for the SOEP Innovation Sample (Boost Sample, Update soep.is.2016.1)",SOEP-IS Group,2018,,"SOEP-IS Group. 2018: SOEP-IS 2012 – Questionnaire for the SOEP Innovation Sample (Boost Sample, Update soep.is.2016.1). SOEP Survey Papers 525: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin / SOEP",35 Other DIW Publication,soep.is.2016.1,http://hdl.handle.net/10419/179491,
soep-is,10805,SOEP-IS 2012 – Fragebogen für die SOEP-Innovations-Stichprobe (Update soep.is.2016.1),SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2012 – Fragebogen für die SOEP-Innovations-Stichprobe (Update soep.is.2016.1). SOEP Survey Papers 526: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016.1,http://hdl.handle.net/10419/179492,
soep-is,10806,SOEP-IS 2012 – Questionnaire for the SOEP Innovation Sample (Update soep.is.2016.1),SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2012 – Questionnaire for the SOEP Innovation Sample (Update soep.is.2016.1). SOEP Survey Papers 527: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016.1,http://hdl.handle.net/10419/179493,
soep-is,10807,"SOEP-IS 2013 – Fragebogen für die SOEP-Innovations-Stichprobe (Aufwuchsstichprobe, Update soep.is.2016.1)",SOEP-IS Group,2018,,"SOEP-IS Group. 2018: SOEP-IS 2013 – Fragebogen für die SOEP-Innovations-Stichprobe (Aufwuchsstichprobe, Update soep.is.2016.1). SOEP Survey Papers 528: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin / SOEP",35 Other DIW Publication,soep.is.2016.1,http://hdl.handle.net/10419/179494,
soep-is,10808,"SOEP-IS 2013 – Questionnaire for the SOEP Innovation Sample (Boost Sample, Update soep.is.2016.1)",SOEP-IS Group,2018,,"SOEP-IS Group. 2018: SOEP-IS 2013 – Questionnaire for the SOEP Innovation Sample (Boost Sample, Update soep.is.2016.1). SOEP Survey Papers 529: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin / SOEP",35 Other DIW Publication,soep.is.2016.1,http://hdl.handle.net/10419/179495,
soep-is,10809,SOEP-IS 2013 – Fragebogen für die SOEP-Innovations-Stichprobe (Update soep.is.2016.1),SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2013 – Fragebogen für die SOEP-Innovations-Stichprobe (Update soep.is.2016.1). SOEP Survey Papers 530: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016.1,http://hdl.handle.net/10419/179496,
soep-is,10810,SOEP-IS 2013 – Questionnaire for the SOEP Innovation Sample (Update soep.is.2016.1),SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2013 – Questionnaire for the SOEP Innovation Sample (Update soep.is.2016.1). SOEP Survey Papers 531: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016.1,http://hdl.handle.net/10419/179497,
soep-is,10811,SOEP-IS 2015 – Fragebogen für die SOEP-Innovations-Stichprobe (Update soep.is.2016.1),SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2015 – Fragebogen für die SOEP-Innovations-Stichprobe (Update soep.is.2016.1). SOEP Survey Papers 532: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016.1,http://hdl.handle.net/10419/179498,
soep-is,10812,SOEP-IS 2015 – Questionnaire for the SOEP Innovation Sample (Update soep.is.2016.1),SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2015 – Questionnaire for the SOEP Innovation Sample (Update soep.is.2016.1). SOEP Survey Papers 533: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2015,http://hdl.handle.net/10419/179499,
soep-is,10813,Categorizing Open Answers in the DRM Module of SOEP-IS,Tobias Wolf,2018,,Tobias Wolf. 2018: Categorizing Open Answers in the DRM Module of SOEP-IS. SOEP Survey Papers 535: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/180390,
soep-is,10879,SOEP-IS 2016.2—BIO: Variables from the Life Course Question Module,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016.2—BIO: Variables from the Life Course Question Module. SOEP Survey Papers 539: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/182180,
soep-is,10880,SOEP-IS 2016.2—BIOAGE: Variables from the Modules of Questions on Children,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016.2—BIOAGE: Variables from the Modules of Questions on Children. SOEP Survey Papers 540: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/182181,
soep-is,10881,SOEP-IS 2016.2—BIOBIRTH: Birth Biography of Female and Male Respondents,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016.2—BIOBIRTH: Birth Biography of Female and Male Respondents. SOEP Survey Papers 541: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016,http://hdl.handle.net/10419/182182,
soep-is,10882,SOEP-IS 2016.2—BIOPAREN: Biography Information on the Parents,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016.2—BIOPAREN: Biography Information on the Parents. SOEP Survey Papers 542: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/182183,
soep-is,10883,SOEP-IS 2016.2—COGNIT: Cognitive Achievement Potentials,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016.2—COGNIT: Cognitive Achievement Potentials. SOEP Survey Papers 543: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/182184,
soep-is,10884,SOEP-IS 2016.2—H: Variables from the Household Question Module,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016.2—H: Variables from the Household Question Module. SOEP Survey Papers 544: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/182185,
soep-is,10885,SOEP-IS 2016.2—HBRUTTO: Household-related Gross File,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016.2—HBRUTTO: Household-related Gross File. SOEP Survey Papers 545: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/182186,
soep-is,10886,SOEP-IS 2016.2—HGEN: Household-related Status and Generated Variables,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016.2—HGEN: Household-related Status and Generated Variables. SOEP Survey Papers 546: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/182187,
soep-is,10887,SOEP-IS 2016.2—HHRF: Weights for Households,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016.2—HHRF: Weights for Households. SOEP Survey Papers 547: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/182188,
soep-is,10888,SOEP-IS 2016.2—IDRM: Person-related Data from Innovative DRM Module,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016.2—IDRM: Person-related Data from Innovative DRM Module. SOEP Survey Papers 548: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/182189,
soep-is,10889,SOEP-IS 2016.2—IDRM_ESM: Person-related DRM Data from Innovative ESM Module,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016.2—IDRM_ESM: Person-related DRM Data from Innovative ESM Module. SOEP Survey Papers 549: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/182190,
soep-is,10890,SOEP-IS 2016.2—IESM: Person-related ESM Data from Innovative ESM Module,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016.2—IESM: Person-related ESM Data from Innovative ESM Module. SOEP Survey Papers 550: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/182191,
soep-is,10891,SOEP-IS 2016.2—INNO: Variables from the Innovation Modules,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016.2—INNO: Variables from the Innovation Modules. SOEP Survey Papers 551: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/182192,
soep-is,10892,SOEP-IS 2016.2—INNO_H: Household-Variables from the Innovation Modules,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016.2—INNO_H: Household-Variables from the Innovation Modules. SOEP Survey Papers 552: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/182193,
soep-is,10893,SOEP-IS 2016.2—INTV: Variables about the interviewers,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016.2—INTV: Variables about the interviewers. SOEP Survey Papers 553: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/182194,
soep-is,10894,SOEP-IS 2016.2—IRISK: Decision from Description vs. Decision from Experience,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016.2—IRISK: Decision from Description vs. Decision from Experience. SOEP Survey Papers 554: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/182195,
soep-is,10895,SOEP-IS 2016.2—KID: Pooled Dataset on Children,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016.2—KID: Pooled Dataset on Children. SOEP Survey Papers 555: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/182196,
soep-is,10896,SOEP-IS 2016.2—P: Variables from the Individual Question Module,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016.2—P: Variables from the Individual Question Module. SOEP Survey Papers 556: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/182197,
soep-is,10897,SOEP-IS 2016.2—PBRUTTO: Person-related Gross File,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016.2—PBRUTTO: Person-related Gross File. SOEP Survey Papers 557: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/182198,
soep-is,10898,SOEP-IS 2016.2—PGEN: Person-related Status and Generated Variables,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016.2—PGEN: Person-related Status and Generated Variables. SOEP Survey Papers 558: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/182199,
soep-is,10899,SOEP-IS 2016.2—PHRF: Weights for Persons,SOEP-IS Group,2018,,SOEP-IS Group. 2018: SOEP-IS 2016.2—PHRF: Weights for Persons. SOEP Survey Papers 559: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/182200,
soep-is,11027,The politics of credit claiming: Rights and recognition in health policy feedback,"Diana Burlacu, Ellen M. Immergut, Maria Oskarson, Björn Rönnerstrand",2018,"Why do governments recognize rights? In this article, we rely on natural experiments and an innovative matching technique to identify a new causal mechanism of policy feedback, which we refer to as the “recognition” effect. We rely on the “hard case” of health care to demonstrate that attitudes towards the health system change in response to government policy change and, indeed, even to rights-based initiatives. During the time when public opinion surveys on public satisfaction with the health system were in the field, governments in both Germany and Sweden introduced a new right: the right to a maximum waiting time for health services. This serendipity allowed us to compare respondents' attitudes both before (control) and after the implementation of the waiting time guarantee (treatment), using coarsened exact matching to account for the imbalances in the treatment and control groups. We find that respondents interviewed after implementation of the new waiting time guarantees (in contrast to those interviewed before the introduction of the guarantees) express higher levels of satisfaction with the health system in general, but do not evaluate their specific medical treatment (including waiting times) more positively. We interpret this finding as evidence that citizens respond to governmental recognition of their rights as a good per se, independent of their personal experience with the particular public service at hand. Thus, we argue that theories of policy feedback need to move beyond their focus on direct material experience with the policies at hand, and to incorporate mechanisms of symbolic action and normative valuations into their causal models.","Diana Burlacu, Ellen M. Immergut, Maria Oskarson, Björn Rönnerstrand. 2018: The politics of credit claiming: Rights and recognition in health policy feedback. Social Policy & Administration 52 (4), 880-894",02 SSCI Journal,SOEP-IS,https://onlinelibrary.wiley.com/doi/full/10.1111/spol.12403,10.1111/spol.12403
