study,instrument,name,item,text,text_de,answer_list,instruction,instruction_de,description,description_de,filter,goto,concept,scale
soep-is,soep-is-2018-f,Q387,bver17,"finishes what they starts, can concentrate for a long time","führt Aufgaben zu Ende, kann sich lange konzentrieren",694+16,,,,,,,,
soep-is,soep-is-2018-f,Q388,1,How would you rank [Name of child] in comparison to other children of the same age?,"Wie würden Sie [Name Kind] im Vergleich zu Kindern gleichen Alters beurteilen?
Mein Kind ...",,"The more you make your cross left, the more applies the left trait.
The more you make your cross right, the more applies the right trait.","Je weiter links Sie Ihr Kreuz machen, umso mehr trifft die linke Eigenschaft zu,
je weiter rechts Sie Ihr Kreuz machen, umso mehr trifft die rechte Eigenschaft zu!",,,,,,
soep-is,soep-is-2018-f,Q388,bvergl1,tends to be shy ... tends to be outgoing,ist eher schüchtern...ist eher kontaktfreudig,3799+,,,,,,,,
soep-is,soep-is-2018-f,Q388,bvergl2,tends to be focused ... tends to be easily distracted,ist eher konzentriert...ist eher leicht abklenkbar,3800+,,,,,,,,
soep-is,soep-is-2018-f,Q388,bvergl3,tends to be defiant ... tends to be obedient,ist eher trotzig...ist eher folgsam,3801+,,,,,,,,
soep-is,soep-is-2018-f,Q388,bvergl4,tends to be quick to understand ... needs more time,begreift eher schnell...braucht mehr Zeit,3802+,,,,,,,,
soep-is,soep-is-2018-f,Q388_NachA,1,,,,"Please turn the laptop back, so that the screen is in front of your interviewer!",Bitte drehen Sie den Laptop wieder zurück zu Ihrem Interviewer/Ihrer Interviewerin.,,,,,,
soep-is,soep-is-2018-f,UE92,1,MuKi C (>= 48 Monate),MuKi C (>=48 Monate),,,,,,,,,
soep-is,soep-is-2018-f,Q389,cein4,Let's come to <first name>. What school is <first name> currently attending?,"Kommen wir nun zu <Vorname>.
Welche Schule besucht Ihr Kind <Vorname> derzeit?",159+,Please show list xxx!,Bitte Liste xxx vorlegen!,,,,,,
soep-is,soep-is-2018-f,Q389,cein3,,,4263+173,,,,,,,,
soep-is,soep-is-2018-f,Q390,cein9,Does [Name of child] usually spend all day at this school?,Besucht [Name Kind] diese Schule meistens ganztags?,1+16,,,,,,,,
soep-is,soep-is-2018-f,Q391,cein1,"Does [Name of child] attend a care giving facility, notably a crèche, kindergarten or a day-care center?","Besucht [Name Kind] derzeit eine Betreuungseinrichtung,
also Kindergarten, Kindertageseinrichtung oder Hort?",1+16,,,,,,,,
soep-is,soep-is-2018-f,Q392,1,And how long does [Name of child] attend this care giving facility normally?,Und wie lange besucht [Name Kind] diese Betreuungseinrichtung in der Regel?,,Please state the actual hours per day.,Bitte geben Sie die tatsächlichen Stunden pro Tag an.,,,,,,
soep-is,soep-is-2018-f,Q392,cein1s,Actual hours per day:,Tatsächliche Stunden pro Tag:,,,,,,,,,
soep-is,soep-is-2018-f,Q393,1,Do also other people (not members of the household) regularly take care of [Name of child]?,"Gibt es daneben noch Personen, die keine Haushaltsangehörige sind und [Name Kind] regelmäßig betreuen?",,Multiple answers possible!,Mehrfachnennungen möglich!,,,,,,
soep-is,soep-is-2018-f,Q393,cbet5,"Yes, a day nanny outside of the household","Ja, Tagesmutter außerhalb des Haushalts",,,,,,,,,
soep-is,soep-is-2018-f,Q393,cbet3,"Yes, a paid caregiver comes to our home","Ja, bezahlte Betreuungsperson kommt ins Haus",,,,,,,,,
soep-is,soep-is-2018-f,Q393,cbet1,"Yes, relatives","Ja, Verwandte",,,,,,,,,
soep-is,soep-is-2018-f,Q393,cbet2,"Yes, friends, acquaintances, neighbors","Ja, Freunde, Bekannte, Nachbarn",,,,,,,,,
soep-is,soep-is-2018-f,Q393,cbet4,No,Nein,,,,,,,,,
soep-is,soep-is-2018-f,Q393,cbetka,No answer,Keine Angabe,,,,,,,,,
soep-is,soep-is-2018-f,Q394,1,What is the current weight of [Name of child]?,Wie ist gegenwärtig das Gewicht von [Name Kind]?,,,,,,,,,
soep-is,soep-is-2018-f,Q394,cgew,Weight in kilograms,Gewicht in Kilogramm,,,,,,,,,
soep-is,soep-is-2018-f,Q395,1,What is the current height of [Name of child]?,Wie ist gegenwärtig die Größe von [Name Kind]?,,,,,,,,,
soep-is,soep-is-2018-f,Q395,cgro,Height in centimeters,Körpergröße in cm,,,,,,,,,
soep-is,soep-is-2018-f,Q396,cstor,Is [Name of child] in any way impaired or prevented from doing things that most children of his or her age can do?,"Ist [Name Kind] in irgendeiner Weise eingeschränkt oder daran gehindert, Dinge zu tun, die die meisten
gleichaltrigen Kinder tun können?",1+16,,,,,,,,
soep-is,soep-is-2018-f,Q397,1,Has [Name of child] been diagnosed by a doctor as having one of the following health conditions or impairments?,Ist von einem Arzt bei [Name Kind] einmal eine der folgenden Erkrankungen oder Störungen festgestellt worden?,,Show list 255! Multiple answers possible.,"Bitte Liste 255 vorlegen!

 Mehrfachnennungen möglich!",,,,,,
soep-is,soep-is-2018-f,Q397,cstor1,"Respiratory diseases such as asthma, bronchitis or similar","Atemwegserkrankungen wie Asthma, Bronchitis oder ähnliches",,,,,,,,,
soep-is,soep-is-2018-f,Q397,cstor2,Inflammation of the middle ear,Mittelohrentzündung,,,,,,,,,
soep-is,soep-is-2018-f,Q397,cstor3,Neurodermatitis,Neurodermitis,,,,,,,,,
soep-is,soep-is-2018-f,Q397,cstor4,Vision impairment such as lazy eye,"Fehlsichtigkeit, zum Beispiel Schielen",,,,,,,,,
soep-is,soep-is-2018-f,Q397,cstor5,Nutritional disorder,Ernährungsstörungen,,,,,,,,,
soep-is,soep-is-2018-f,Q397,cstor6,Impairment of the motor function or musculoskeletal system,"Störungen der Motorik, des Bewegungsapparats",,,,,,,,,
soep-is,soep-is-2018-f,Q397,cstor7,Other impairments or disabilities (please state):,"Sonstige Störungen oder Behinderungen, und zwar:",,,,,,,,,
soep-is,soep-is-2018-f,Q397,cstor9,"No, none of the above","Nein, nichts davon",,,,,,,,,
soep-is,soep-is-2018-f,Q397,cstorka,No answer,Keine Angabe,,,,,,,,,
soep-is,soep-is-2018-f,Q397,cstor8,Other impairments or disabilities (please state):,"Sonstige Störungen oder Behinderungen, und zwar:",,,,,,,,,
soep-is,soep-is-2018-f,Q398,1,"Below, I will read out some statements. 
Please tell me to which extent these statements apply to [Name of child].
Please consider for your answer the behavior of the child within the last six months.
My child ...","Im Folgenden lese ich Ihnen eine Reihe von Aussagen vor.
Bitte sagen Sie mir jeweils, inwieweit diese Aussagen auf [Name Kind] zutreffen.
Bitte berücksichtigen Sie bei der Antwort das Verhalten des Kindes in den letzten sechs Monaten.
Das Kind...7",,Please answer on a scale from 1 to 7. The value of 1 means „Does not apply at all“. The value 7 means „Fully applies“. You can use the values in between to make your estimate. Show list 398!,"Antworten Sie bitte anhand einer Skala von 1 bis 7.
Der Wert 1 bedeutet ""trifft überhaupt nicht zu"".
Der Wert 7 bedeutet ""trifft voll zu"".
Mit den Werten zwischen 1 und 7 können Sie Ihre Meinung abstufen.

 Bitte Liste 398 vorlegen!",,,,,,
soep-is,soep-is-2018-f,Q398,cver01,is considerate,ist rücksichtsvoll,694+16,Continuation on the next page!,,,,,,,
soep-is,soep-is-2018-f,Q398,cver02,"is restless, hyperactive, can't sit still for a long time","ist unruhig, überaktiv, kann nicht lange stillsitzen",694+16,,,,,,,,
soep-is,soep-is-2018-f,Q398,cver03,"is restless, hyperactive, can't sit still for a long time",teilt gerne mit anderen Kindern/Jugendlichen,694+16,,,,,,,,
soep-is,soep-is-2018-f,Q398,cver04,"often has rage attacks, is short-tempered","hat oft Wutanfälle, ist aufbrausend",694+16,,,,,,,,
soep-is,soep-is-2018-f,Q398,cver05,"is a loner, most times plays alone","ist ein Einzelgänger, spielt meist alleine",694+16,,,,,,,,
soep-is,soep-is-2018-f,Q398,cver06,"is helpful when others are hurt, sick, or sad","ist hilfsbereit, wenn andere verletzt, krank oder betrübt sind",694+16,,,,,,,,
soep-is,soep-is-2018-f,Q398,cver07,is always fidgety,ist ständig zappelig,694+16,,,,,,,,
soep-is,soep-is-2018-f,Q398,cver08,often fights with other children or bullies them,streitet sich oft mit anderen Kindern oder schikaniert sie,694+16,,,,,,,,
soep-is,soep-is-2018-f,Q398,cver09,"is often unhappy or depressed, cries often","ist oft unglücklich oder niedergeschlagen, weint häufig",694+16,,,,,,,,
soep-is,soep-is-2018-f,Q398,cver10,is generally popular with other children,ist im Allgemeinen bei anderen Kindern beliebt,694+16,,,,,,,,
soep-is,soep-is-2018-f,Q398,cver11,"gets easily distracted, unfocused","ist leicht ablenkbar, unkonzentriert",694+16,,,,,,,,
soep-is,soep-is-2018-f,Q398,cver12,"is nervous or clingy in new situations, easily loses self-confidence","ist nervös oder anklammernd in neuen Situationen, verliert leicht das Selbstvertrauen",694+16,,,,,,,,
soep-is,soep-is-2018-f,Q398,cver13,is teased and bullied by others,wird von anderen gehänselt oder schikaniert,694+16,,,,,,,,
soep-is,soep-is-2018-f,Q398,cver14,"often helps others, such as parents, teachers, and other children, voluntarily","hilft anderen, wie Eltern, Erziehern oder anderen Kinder oft freiwillig",694+16,,,,,,,,
soep-is,soep-is-2018-f,Q398,cver15,gets along better with adults than other children,kommt besser mit Erwachsenen aus als mit anderen Kindern,694+16,,,,,,,,
soep-is,soep-is-2018-f,Q398,cver16,"has a lot of fears, gets scared easily","hat viele Ängste, fürchtet sich leicht",694+16,,,,,,,,
soep-is,soep-is-2018-f,Q398,cver17,"finishes what they starts, can concentrate for a long time","führt Aufgaben zu Ende, kann sich lange konzentrieren",694+16,,,,,,,,
soep-is,soep-is-2018-f,Q399,1,How would you rank [Name of child] in comparison to other children of the same age?,"Wie würden Sie [Name Kind] im Vergleich zu anderen Kindern gleichen Alters beurteilen?
Mein Kind ...",,"The further to the left you make the X, the more the characteristic on the left side applies. The further to the right you make the X, the more the characteristic on the right side applies.","Je weiter links Sie Ihr Kreuz machen, um so mehr trifft die linke Eigenschaft zu,
je weiter rechts Sie Ihr Kreuz machen, um so mehr trifft die rechte Eigenschaft zu!",,,,,,
soep-is,soep-is-2018-f,Q399,cverg01,tends to be talkative ... tends to be quiet,ist eher gesprächig...ist eher still,3803+,,,,,,,,
soep-is,soep-is-2018-f,Q399,cverg02,is messy ... is neat,ist unordentlich...ist ordentlich,3804+,,,,,,,,
soep-is,soep-is-2018-f,Q399,cverg03,is good-natured ... is irritable,ist gutmütig...ist leicht reizbar,3805+,,,,,,,,
soep-is,soep-is-2018-f,Q399,cverg04,tends to be uninterested ... is hungry for knowledge,ist wenig interessiert...ist wissensdurstig,3806+,,,,,,,,
soep-is,soep-is-2018-f,Q399,cverg05,is self-confident ... is insecure,hat Selbstvertrauen...ist unsicher,3807+,,,,,,,,
soep-is,soep-is-2018-f,Q399,cverg06,is withdrawn ... is sociable,ist zurückgezogen...ist kontaktfreudig,3808+,,,,,,,,
soep-is,soep-is-2018-f,Q399,cverg07,is focused ... is easily distracted,ist konzentriert...ist leicht ablenkbar,3809+,,,,,,,,
soep-is,soep-is-2018-f,Q399,cverg08,is defiant ... is obedient,ist trotzig...ist folgsam,3810+,,,,,,,,
soep-is,soep-is-2018-f,Q399,cverg09,tends to be quick to understand ... needs more time,begreift schnell...braucht mehr Zeit,3811+,,,,,,,,
soep-is,soep-is-2018-f,Q399,cverg10,is anxious ... is confident,ist ängstlich...ist unängstlich,3812+,,,,,,,,
soep-is,soep-is-2018-f,Q399_NachA,1,,,,"Please turn the laptop back, so that the screen is in front of your interviewer!",Bitte drehen Sie den Laptop wieder zurück zu Ihrem Interviewer/Ihrer Interviewerin.,,,,,,
soep-is,soep-is-2018-f,Q400,1,To what extent do the following secondary school-leaving certificates correspond to the ideal education you would like for [Name of child]?,Inwieweit entsprechen die folgenden Schulabschlüsse Ihrer persönlichen Idealvorstellung für die schulische Ausbildung von [Name Kind]?,,"Please answer on a scale from 1 to 7. A value of 1 means the certificate „does not fit at all"", the value 7 means ""it fully fits“ your personal expectations. You can use the values in between to make your estimate. Show list 257!","Antworten Sie bitte anhand einer Skala von 1 bis 7.
Der Wert 1 bedeutet, dass der Abschluss ""überhaupt nicht"",
der Wert 7 ""voll und ganz"" Ihren persönlichen Vorstellungen entspricht.
Mit den Werten zwischen 1 und 7 können Sie Ihre Meinung abstufen.

 Bitte Liste 257 vorlegen!",,,,,,
soep-is,soep-is-2018-f,Q400,csch1,Lower secondary school leaving certificate (Hauptschulabschluss),Hauptschulabschluss,839+16,,,,,,,,
soep-is,soep-is-2018-f,Q400,csch2,General Certificate of Secondary Education (e.g. Realschulabschluss),Mittlerer Schulabschluss (z.B. Realschulabschluss),839+16,,,,,,,,
soep-is,soep-is-2018-f,Q400,csch3,Upper secondary school leaving certificate (Abitur) / university-entrance diploma,Abitur,839+16,,,,,,,,
soep-is,soep-is-2018-f,Q401,1,"How likely do you think, will [Name of child] leave the school with one of the following certificates?
You can use the values between 1 and 7 to grade your opinion.","Und für wie wahrscheinlich halten Sie es, dass [Name Kind] die Schule mit einem der folgenden Abschlüsse verlassen wird?
.
Mit den Werten zwischen 1 und 7 können Sie Ihre Meinung abstufen.",,"Please answer again on a scale from 1 to 7, where 1 means “impossible”, and 7 means “absolutely sure”.

Show list 258!","Antworten Sie bitte wieder anhand einer Skala von 1 bis 7.
Der Wert 1 bedeutet dieses Mal ""ausgeschlossen""
und der Wert 7 bedeutet ""ganz sicher""

 Bitte Liste 258 vorlegen!",,,,,,
soep-is,soep-is-2018-f,Q401,csch4,Lower secondary school leaving certificate (Hauptschulabschluss),Hauptschulabschluss,2240+16,,,,,,,,
soep-is,soep-is-2018-f,Q401,csch5,General Certificate of Secondary Education (e.g. Realschulabschluss),Mittlerer Schulabschluss (z.B. Realschulabschluss),2240+16,,,,,,,,
soep-is,soep-is-2018-f,Q401,csch6,Upper secondary school leaving certificate (Abitur) / university-entrance diploma,Abitur,2240+16,,,,,,,,
soep-is,soep-is-2018-f,UE93,1,CV: Child(ren),Lebenslauf: Kinder,,,,,,,,,
soep-is,soep-is-2018-f,Q402,lkno,"[Do or did you have children?/Do or did you have further children that do not live with you in the household anymore?] If yes, how many?","[Haben oder hatten Sie Kinder?/Haben oder hatten Sie persönlich noch weitere Kinder, die nicht hier im Haushalt leben?] Wenn ja, wie viele?",3813+16,Both biological and adoptive children are included (but not foster or stepchildren).,Gemeint sind leibliche oder adoptierte Kinder (nicht Pflege- oder Stiefkinder).,,,,,,
soep-is,soep-is-2018-f,Q403,lkind,"Yes, in fact: child(ren)","Ja, und zwar: ... Kind(er)",,,,,,,,,
soep-is,soep-is-2018-f,Q404,0,"IF [Number = 1] We would now like some general information about your child.
IF [Number > 1] We would now like some general information about each of your children. Please start
with your first (oldest) child and end with your last (youngest) child.","IF [Anzahl Kinder = 1] Nun hätten wir gerne zu Ihrem Kind ein paar allgemeine Angaben.
IF [Anzahl Kinder > 1] Nun hätten wir gerne zu jedem Ihrer Kinder ein paar allgemeine Angaben. Bitte beginnen
Sie mit Ihrem ersten, also ältesten Kind, und dann dem Alter nach, das Jüngste zuletzt.",,,,,,,,,
soep-is,soep-is-2018-f,Q405,lknam,First name: ...,Vorname: ...,,,,,,,,,
soep-is,soep-is-2018-f,Q406,lksex,[the child/the eldest child/the second eldest child/the third eldest child/the fourtheldest child/the fifth eldest child/the sixth eldest child/the seventh eldest child/the eighth eldest child/the ninth eldest child/the tenth eldest child] is ...,[das Kind/das älteste Kind/das zweitälteste Kind/das drittälteste Kind/das viertälteste Kind/das fünftälteste Kind/das sechstälteste Kind/das siebtälteste Kind/das achtälteste Kind/das neuntälteste Kind/das zehntälteste Kind] ist ...,171+16,,,,,,,,
soep-is,soep-is-2018-f,Q407,1,In which year and month is [the child/the eldest child/the second eldest child/the third eldest child/the fourtheldest child/the fifth eldest child/the sixth eldest child/the seventh eldest child/the eighth eldest child/the ninth eldest child/the tenth eldest child] born?,In welchem Jahr und Monat ist [das Kind/das älteste Kind/das zweitälteste Kind/das drittälteste Kind/das viertälteste Kind/das fünftälteste Kind/das sechstälteste Kind/das siebtälteste Kind/das achtälteste Kind/das neuntälteste Kind/das zehntälteste Kind] geboren?,,,,,,,,,
soep-is,soep-is-2018-f,Q407,lkgeb,Year of birth,Geburtsjahr,,,,,,,,,
soep-is,soep-is-2018-f,Q408,lkmo,Month of birth,Geburtsmonat,,,,,,,,,
soep-is,soep-is-2018-f,Q409,lkwo,Where does [the child/the eldest child/the second eldest child/the third eldest child/the fourtheldest child/the fifth eldest child/the sixth eldest child/the seventh eldest child/the eighth eldest child/the ninth eldest child/the tenth eldest child] live today?,Wo lebt [das Kind/das älteste Kind/das zweitälteste Kind/das drittälteste Kind/das viertälteste Kind/das fünftälteste Kind/das sechstälteste Kind/das siebtälteste Kind/das achtälteste Kind/das neuntälteste Kind/das zehntälteste Kind] heute?,3814+16,Please show list 266!,Bitte Liste 266 vorlegen!,,,,,,
soep-is,soep-is-2018-f,UE94,1,Individual questionnaire - Part 2,Personenfragebogen - Teil 2,,,,,,,,,
soep-is,soep-is-2018-f,Q410,1,From which of the following income sources do you personally receive money currently?,Welche der folgenden Einkünfte beziehen Sie persönlich derzeit?,,Please show list 410!,Bitte Liste 410 vorlegen!,,,,,,
soep-is,soep-is-2018-f,Q410,pek01,My own retirement pension,"Eigene Rente, Pension",,,,,,,,,
soep-is,soep-is-2018-f,Q410,pek02,"Widower's pension, orphan's pension","Witwenrente oder -pension, Waisenrente",,,,,,,,,
soep-is,soep-is-2018-f,Q410,pek03,Unemployment benefit (also in case of further education / retraining or transitional allowance),Arbeitslosengeld (auch bei Fortbildung / Umschulung oder Übergangsgeld),,,,,,,,,
soep-is,soep-is-2018-f,Q410,pek04,"Unemployment benefit II / social assistance payments (""Arbeitslosengeld II / Sozialgeld"")","Arbeitslosengeld II, Sozialgeld",,,,,,,,,
soep-is,soep-is-2018-f,Q410,pek07,"Parental allowance, maternity allowance during maternity leave","Elterngeld, Mutterschaftsgeld während des Mutterschutzes",,,,,,,,,
soep-is,soep-is-2018-f,Q410,pek08,"BAföG (state support for higher education),grants, vocational training support(Stipendium, Berufsausbildungsbeihilfe)","BAföG, Stipendium, Berufsausbildungsbeihilfe",,,,,,,,,
soep-is,soep-is-2018-f,Q410,pek23,"Alimony from former spouse or life partner, including child support",Unterhalt vom früheren Ehepartner oder Lebenspartner / einschließlich Kindesunterhalt,,,,,,,,,
soep-is,soep-is-2018-f,Q410,pek18,Advance maintenance payment from child maintenance funds,Unterhaltszahlung aus Unterhaltsvorschusskassen,,,,,,,,,
soep-is,soep-is-2018-f,Q410,pek11,Other types of financial assistance from persons who do not live in the household,"Sonstige Unterstützung von Personen, die nicht im Haushalt leben",,,,,,,,,
soep-is,soep-is-2018-f,Q410,pekno,None of the above,Nichts davon,,,,,,,,,
soep-is,soep-is-2018-f,Q410,2,No answer,Keine Angabe,,,,,,,,,
soep-is,soep-is-2018-f,Q411,14,"For all of the applicable forms of income, please state the current amount per month.
If you can't say the exact amount, please estimate.","Für alle zutreffenden Einkünfte geben Sie bitte an, wie hoch derzeit der Betrag im Monat ist.
Wenn Sie den monatlichen Betrag nicht genau sagen können, geben Sie bitte einen Schätzbetrag an.",,"If the interviewee is basically not willing to answer the questions on income, please point out that this is a key issue of the survey.","Falls die Zielperson grundsätzlich nicht bereit ist, Angaben über das Einkommen zu geben, weisen Sie sie
bitte darauf hin, dass es sich hierbei um eine zentrale Frage handelt.",,,,,,
soep-is,soep-is-2018-f,Q411,pek011,"[Own retirement, pension]","[Eigene Rente, Pension]",,,,,,,,,
soep-is,soep-is-2018-f,Q411,pek021,"[Widower's pension, orphan's pension]","[Witwenrente, Witwenpension, Waisenrente]",,,,,,,,,
soep-is,soep-is-2018-f,Q411,pek031,[Unemployment benefit (also while attending further education / re-/training or while receiving a transitional allowance)],[Arbeitslosengeld (auch bei Fortbildung / Umschulung oder Übergangsgeld)],,,,,,,,,
soep-is,soep-is-2018-f,Q411,pek071,[Parental allowance (Elterngeld) / maternity allowance (Mutterschaftsgeld)],[Elterngeld / Mutterschaftsgeld],,,,,,,,,
soep-is,soep-is-2018-f,Q411,pek081,[BAföG grant / scholarship / vocational training allowance],"[BAföG, Stipendium, Berufsausbildungsbeihilfe]",,,,,,,,,
soep-is,soep-is-2018-f,Q411,pek231,"[Maintenance payments from former spouse or life partner, including child support]",[Unterhalt vom früheren Ehepartner oder Lebenspartner / einschließlich Kindesunterhalt],,,,,,,,,
soep-is,soep-is-2018-f,Q411,pek181,[Advanced maintenance payment from child maintenance funds],[Unterhalt von Unterhaltsvorschusskassen],,,,,,,,,
soep-is,soep-is-2018-f,Q411,pek111,[Other financial assistance to persons who do not live in the household],[Sonstige Unterstützung von Personen die nicht im Haushalt leben],,,,,,,,,
soep-is,soep-is-2018-f,UE95,1,Innomodule Calculate,Innomodul Rechnen,,,,,,,,,
soep-is,soep-is-2018-f,Q781,1,Now we want to ask you some questions about the subjects of saving and finance.,Nun möchten wir Ihnen einige Fragen zum Thema Sparen und Finanzieren stellen.,,,,,,,,,
soep-is,soep-is-2018-f,Q782,sf01,"Assume that you have a 100 € deposit in your savings account. This credit bears interest at 2% per year and you leave it on this account for 5 years.
How much credit will your savings account have after 5 years?","Angenommen, Sie haben 100 € Guthaben auf Ihrem Sparkonto.
Dieses Guthaben wird mit 2% pro Jahr verzinst, und Sie lassen es 5 Jahre auf Ihrem Konto.
Was meinen Sie: Wie viel Guthaben weist Ihr Sparkonto nach 5 Jahren auf?",4027+3752,,,,,,,,
soep-is,soep-is-2018-f,Q783,sf02,"Assume the interest of your savings account is 1% per year and the inflation rate is 2% per year. What do you think: One year from now, could you buy the same, more or less than today with the credit at your savings account.","Angenommen, die Verzinsung Ihres Sparkontos beträgt 1% pro Jahr und die Inflationsrate beträgt 2% pro Jahr. Was glauben Sie: Werden Sie nach einem Jahr mit dem Guthaben des
Sparkontos genauso viel, mehr oder weniger als heute kaufen können?",4028+3752,,,,,,,,
soep-is,soep-is-2018-f,Q784,sf03,Is the following statement correct or wrong? The investment into shares of one company is less risky than into an equity fund.,Ist die folgende Aussage richtig oder falsch: Die Anlage in Aktien eines einzelnen Unternehmens ist weniger riskant als die Anlage in einem Aktienfonds. ,4029+3752,,,,,,,,
soep-is,soep-is-2018-f,Q785,sf04,What is the main function of the stock market?,Was ist die Hauptfunktion des Aktienmarktes?,4030+3752,,,,,,,,
soep-is,soep-is-2018-f,Q786,sf05,Which of the following investment forms has the highest volatility of returns?,Welche der folgenden Anlageformen zeigt im Laufe der Zeit die höchsten Ertragsschwankungen?,4031+3752,,,,,,,,
soep-is,soep-is-2018-f,Q787,sf06,"Assuming that you have 100 € deposit in your savings account.
This credit bears interest at 20% per year and you leave it on this account for 5 years.
How much credit will your savings account after 5 years?","Angenommen, Sie haben 100 € Guthaben auf Ihrem Sparkonto.
Dieses Guthaben wird mit 20% pro Jahr verzinst, und Sie lassen es 5 Jahre auf diesem Konto.
Wie viel Guthaben weist Ihr Sparkonto nach 5 Jahren auf?",4032+3752,,,,,,,,
soep-is,soep-is-2018-f,Q788,1,Thank you for working on this task. Let us now turn to another subject.,Vielen Dank für die Bearbeitung dieser Aufgabe. Kommen wir nun zu einem anderen Thema.,,,,,,,,,
soep-is,soep-is-2018-f,UE96,1,"Innomodule Income Distribution II - Part 2
",Innomodul Einkommensverteilung II - Teil 2,,,,,,,,,
soep-is,soep-is-2018-f,UE97,1,"Redistribution and globalization
",Umverteilung und Globalisierung,,,,,,,,,
soep-is,soep-is-2018-f,Q414,1,"Now we are going to talk about redistribution.
Redistribution of income means that the state reduces the differences in income between citizens via taxes and transfer payments.","Nun geht es um Umverteilung.
Umverteilung der Einkommen bedeutet, dass der Staat durch Steuern und Transferleistungen die Einkommensunterschiede zwischen den Bürgern verringert.",,,,,,,,,
soep-is,soep-is-2018-f,Q415,isp11a,"How much redistribution of income between the citizens of Germany do you support?
No redistribution means that the state does not interfere in the distribution of income.
Complete redistribuion means that everyone earns the same income after redistribution is conducted.","Wie viel Umverteilung der Einkommen befürworten Sie zwischen den Bürgern in Deutschland?
Keine Umverteilung bedeutet, dass der Staat nicht in die Verteilung der Einkommen eingreift.
Vollständige Umverteilung bedeutet, dass jeder das gleiche Einkommen verdient, nachdem die Umverteilung durchgeführt wurde.",4033+16,"Please answer on the following scale:
1 means ""no redistribution"".
10 means ""complete redistribution"".
You can use the values in between to state your opinion.

Show list 415!","Antworten Sie bitte anhand der folgenden Skala.
Der Wert 1 bedeutet: keine Umverteilung,
der Wert 10 bedeutet: vollständige Umverteilung.
Mit den Stufen dazwischen können Sie Ihre Meinung abstufen.

 Bitte Liste 415 vorlegen!",,,,,,
soep-is,soep-is-2018-f,Q416,isp11b,"Now imagine that it was possible to redistribute income worldwide like a state can redistribute income in its country.
How much redistribution of income between people worldwide do you support?
No redistribution means that there is no influence on the worldwide distribution of income.
Complete redistribution of income means that everyone will earn the same income worldwide after redistribution is conducted.","Stellen Sie sich nun vor, dass es möglich wäre, die Einkommen auf der Welt in ähnlicher Weise umzuverteilen, wie ein Staat die Einkommen innerhalb eines Landes umverteilen kann.
Wie viel Umverteilung der Einkommen befürworten Sie zwischen den Menschen weltweit?
Keine Umverteilung bedeutet, dass die weltweite Verteilung der Einkommen nicht beeinflusst wird.
Vollständige Umverteilung bedeutet, dass weltweit jeder das gleiche Einkommen verdient, nachdem die Umverteilung durchgeführt wurde.",4033+16,"Please answer on the following scale:
1 means ""no redistribution"".
10 means ""complete redistribution"".
You can use the values in between to state your opinion.

Show list 415!","Antworten Sie bitte anhand der folgenden Skala.
Der Wert 1 bedeutet: keine Umverteilung,
der Wert 10 bedeutet: vollständige Umverteilung.
Mit den Stufen dazwischen können Sie Ihre Meinung abstufen.

 Bitte Liste 415 vorlegen!",,,,,,
soep-is,soep-is-2018-f,Q417,isp12,Would you support the initiation of an international body (similar to the United Nations) that can govern the redistribution of income or resources between countries?,"Würden Sie die Einführung einer internationalen Instanz unterstützen (ähnlich der Vereinten Nationen), die über die Umverteilung von Einkommen bzw. von Ressourcen zwischen Ländern bestimmen kann?",4034+16,"Please answer on the following scale.
The value 1 means: ""Would definitely not support"".
The value 10 means: ""Would definitely support"".
You can use the values in between to state your opinion.

Please show list 417!","Antworten Sie bitte anhand der folgenden Skala.
Der Wert 1 bedeutet: definitiv nicht unterstützen,
der Wert 10 bedeutet: definitiv unterstützen.
Mit den Stufen dazwischen können Sie Ihre Meinung abstufen.

 Bitte Liste 417 vorlegen!",,,,,,
soep-is,soep-is-2018-f,Q418,isp15,"We have now come to the topic of ""globalization"". Globalization means that local, regional and national economic areas are growing together worldwide. This is happening not only due to technological progress, but also reduction of trade barriers.
How much globalization to you support?
No globalization means that countries will be completely isolated and that there will be no trade between countries. Complete globalization means that there will be no trade barriers and no barriers regarding movement of people, goods and capital.","Nun kommen wir zum Thema ""Globalisierung"". Globalisierung bedeutet, dass lokale, regionale und nationale Wirtschaftsräume weltweit stärker zusammenwachsen. Das geschieht unter anderem durch technologischen Fortschritt, aber auch durch den Abbau von Handelsbarrieren und Zöllen.
Welches Ausmaß an Globalisierung befürworten Sie?
Keine Globalisierung bedeutet, dass Länder komplett abgeschottet sind und kein Handel mit anderen Ländern stattfindet. Vollständige Globalisierung bedeutet, dass es keine Handelsschranken und keine Barrieren für den Personen-, Waren- und Kapitalverkehr gibt.",4035+16,"Please answer on the following scale:
1 equals ""no globalization"".
10 equals ""complete globalization"".
You can use the values in between to make your estimate.

Show list 418!","Antworten Sie bitte anhand der folgenden Skala.
Eine 1 bedeutet keine Globalisierung,
eine 10 bedeutet vollständige Globalisierung.
Mit den Stufen dazwischen können Sie Ihre Meinung abstufen.

 Bitte Liste 418 vorlegen!",,,,,,
